HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP
9508,2,7307,31,,1.0,1,2.0,4.0,24.0
9508,3,7307,27,,1.0,2,1.0,4.0,45.0
9508,4,7307,28,,1.0,1,1.0,4.0,32.0
9509,1,7304,77,,,1,6.0,4.0,
9509,2,7304,71,16.0,,2,6.0,4.0,
9510,1,7317,48,,1.0,1,1.0,4.0,40.0
9511,1,7301,63,,3.0,1,1.0,4.0,20.0
9511,2,7301,63,,,2,6.0,4.0,
9512,1,7316,83,,,1,6.0,2.0,
9513,1,7309,72,,,1,6.0,4.0,
9513,2,7309,65,,3.0,2,6.0,4.0,6.0
9514,1,7306,25,,1.0,2,1.0,4.0,35.0
9514,2,7306,22,,1.0,1,1.0,4.0,38.0
9515,1,7301,35,,1.0,2,1.0,4.0,40.0
9516,1,7315,27,,2.0,2,1.0,4.0,40.0
9516,2,7315,25,,1.0,2,1.0,4.0,40.0
9517,1,7318,46,,1.0,1,1.0,2.0,80.0
9517,2,7318,46,,,2,6.0,4.0,
9517,3,7318,17,13.0,9.0,2,3.0,4.0,
9517,4,7318,10,7.0,,2,,,
9517,5,7318,77,,,1,6.0,4.0,
9518,1,7312,65,,2.0,1,1.0,4.0,40.0
9518,2,7312,72,,2.0,2,6.0,4.0,
9519,1,7307,57,,1.0,1,1.0,4.0,40.0
9519,2,7307,20,15.0,1.0,1,1.0,4.0,40.0
9519,3,7307,57,,1.0,1,1.0,4.0,30.0
9519,4,7307,10,5.0,,2,,,
9520,1,7310,37,,,2,6.0,4.0,
9520,2,7310,39,,6.0,1,1.0,4.0,55.0
9520,3,7310,0,,,1,,,
9521,1,7303,65,,1.0,1,1.0,4.0,17.0
9521,2,7303,64,,1.0,2,6.0,4.0,45.0
9521,3,7303,53,,1.0,1,1.0,2.0,40.0
9522,1,7321,48,,1.0,1,1.0,3.0,40.0
9523,1,7307,76,,5.0,1,6.0,2.0,
9523,2,7307,76,,5.0,2,6.0,4.0,
9524,1,7305,67,,,1,6.0,4.0,
9525,1,7309,31,,1.0,1,1.0,4.0,40.0
9525,2,7309,28,,1.0,2,1.0,4.0,50.0
9526,1,7320,35,,4.0,2,1.0,4.0,40.0
9526,2,7320,36,,1.0,1,1.0,4.0,16.0
9526,3,7320,16,13.0,,2,6.0,,
9526,4,7320,15,11.0,,2,,,
9526,5,7320,18,,1.0,2,1.0,4.0,25.0
9526,6,7320,8,4.0,,1,,,
9527,1,7321,77,,,1,6.0,2.0,
9527,2,7321,74,,,2,6.0,4.0,
9528,1,7313,32,15.0,1.0,1,1.0,4.0,40.0
9528,2,7313,31,,1.0,1,3.0,4.0,30.0
9529,1,7308,61,,1.0,2,1.0,4.0,40.0
9530,1,7306,74,,,1,6.0,4.0,
9530,2,7306,62,,,2,6.0,4.0,
9531,1,7309,37,,1.0,2,1.0,4.0,20.0
9531,2,7309,39,,6.0,1,1.0,4.0,40.0
9531,3,7309,3,1.0,,1,,,
9531,4,7309,2,,,2,,,
9532,1,7315,72,,1.0,1,6.0,4.0,
9532,2,7315,66,,1.0,2,1.0,4.0,50.0
9533,1,7306,66,,1.0,2,1.0,4.0,25.0
9533,2,7306,65,,7.0,1,1.0,2.0,40.0
9534,1,7304,43,,1.0,1,1.0,4.0,50.0
9534,2,7304,37,,1.0,2,3.0,4.0,
9534,3,7304,9,5.0,,2,,,
9534,4,7304,6,2.0,,2,,,
9534,5,7304,0,,,1,,,
9535,1,7318,57,,,1,6.0,4.0,
9535,2,7318,59,,1.0,1,6.0,4.0,
9535,3,7318,59,,,2,6.0,4.0,
9535,4,7318,24,,1.0,1,1.0,4.0,30.0
9535,5,7318,66,,1.0,1,6.0,4.0,40.0
9535,6,7318,50,,1.0,1,1.0,4.0,24.0
9536,1,7318,60,,1.0,1,1.0,4.0,40.0
9536,2,7318,42,,3.0,2,1.0,4.0,20.0
9536,3,7318,19,15.0,1.0,2,1.0,4.0,21.0
9537,1,7305,43,,3.0,2,1.0,4.0,35.0
9537,2,7305,44,,7.0,1,1.0,4.0,40.0
9537,3,7305,20,15.0,1.0,1,1.0,4.0,25.0
9537,4,7305,14,11.0,,2,,,
9537,5,7305,12,9.0,,2,,,
9538,1,7310,79,,1.0,2,1.0,4.0,2.0
9538,2,7310,55,,1.0,1,1.0,4.0,45.0
9538,3,7310,18,14.0,1.0,1,6.0,4.0,
9539,1,7318,48,,7.0,1,1.0,4.0,10.0
9539,2,7318,46,,7.0,2,1.0,4.0,40.0
9539,3,7318,18,14.0,1.0,1,1.0,4.0,20.0
9539,4,7318,16,13.0,,1,6.0,,
9539,5,7318,14,10.0,,2,,,
9539,6,7318,84,,,1,6.0,4.0,
9539,7,7318,79,,3.0,2,1.0,4.0,55.0
9540,1,7310,30,,5.0,1,4.0,1.0,50.0
9541,1,7320,78,,,2,6.0,4.0,
9542,1,7311,51,,1.0,1,1.0,4.0,52.0
9542,2,7311,47,,1.0,2,1.0,4.0,10.0
9542,3,7311,15,14.0,,1,,,
9542,4,7311,12,9.0,,2,,,
9543,1,7315,72,,1.0,1,6.0,4.0,
9543,2,7315,66,,,2,6.0,4.0,
9544,1,7304,80,,,1,6.0,4.0,
9545,1,7319,48,,1.0,1,1.0,4.0,45.0
9545,2,7319,45,,1.0,2,1.0,4.0,40.0
9545,3,7319,23,15.0,,1,6.0,4.0,
9546,1,7321,65,,1.0,1,6.0,4.0,40.0
9546,2,7321,68,,1.0,2,6.0,4.0,
9546,3,7321,37,,1.0,1,1.0,4.0,50.0
9547,1,7313,60,,,2,6.0,4.0,
9548,1,7305,36,15.0,1.0,2,1.0,4.0,40.0
9549,1,7316,62,,,1,6.0,4.0,
9550,1,7303,25,,1.0,2,1.0,4.0,40.0
9550,2,7303,26,,1.0,2,1.0,4.0,48.0
9551,1,7319,59,,,2,6.0,4.0,
9551,2,7319,42,,4.0,2,1.0,4.0,30.0
9551,3,7319,12,9.0,,2,,,
9551,4,7319,11,8.0,,1,,,
9552,1,7319,34,,6.0,2,2.0,4.0,40.0
9552,2,7319,10,6.0,,2,,,
9553,1,7313,64,,2.0,1,6.0,3.0,
9553,2,7313,64,,,2,6.0,4.0,
9554,1,7314,63,,3.0,2,2.0,4.0,20.0
9554,2,7314,62,,1.0,1,1.0,4.0,40.0
9554,3,7314,26,,2.0,2,6.0,4.0,
9555,1,7306,59,,3.0,2,1.0,4.0,40.0
9555,2,7306,63,,1.0,1,1.0,4.0,40.0
9555,3,7306,19,15.0,1.0,1,1.0,4.0,30.0
9555,4,7306,17,14.0,,2,6.0,4.0,
9555,5,7306,19,,1.0,2,1.0,4.0,8.0
9556,1,7313,44,,6.0,2,6.0,4.0,
9556,2,7313,48,,6.0,1,1.0,4.0,40.0
9556,3,7313,10,6.0,,1,,,
9556,4,7313,7,3.0,,1,,,
9556,5,7313,4,1.0,,2,,,
9556,6,7313,16,12.0,,2,6.0,,
9557,1,7303,29,,1.0,1,1.0,4.0,40.0
9557,2,7303,28,,1.0,2,1.0,4.0,40.0
9558,1,7318,50,,4.0,2,1.0,4.0,40.0
9558,2,7318,16,13.0,,1,6.0,,
9559,1,7308,76,,,1,6.0,4.0,
9559,2,7308,76,,,2,6.0,4.0,
9560,1,7316,33,,2.0,2,1.0,4.0,50.0
9561,1,7306,57,,1.0,1,1.0,4.0,52.0
9561,2,7306,29,,,1,6.0,4.0,
9561,3,7306,28,,1.0,2,6.0,4.0,
9561,4,7306,57,,6.0,1,1.0,4.0,65.0
9561,5,7306,4,,,2,,,
9561,6,7306,1,,,2,,,
9561,7,7306,6,3.0,,2,,,
9562,1,7316,62,,1.0,1,1.0,4.0,40.0
9562,2,7316,54,,1.0,2,1.0,4.0,25.0
9563,1,7309,72,,,1,6.0,2.0,
9564,1,7313,34,,2.0,2,1.0,4.0,40.0
9564,2,7313,35,15.0,1.0,1,1.0,4.0,45.0
9564,3,7313,7,3.0,,1,,,
9564,4,7313,4,1.0,,1,,,
9565,1,7318,33,,5.0,1,4.0,1.0,74.0
9565,2,7318,13,9.0,,1,,,
9565,3,7318,25,,1.0,1,3.0,4.0,
9565,4,7318,60,,5.0,1,4.0,1.0,50.0
9566,1,7311,80,,3.0,2,6.0,4.0,
9566,2,7311,83,,,1,6.0,2.0,
9567,1,7315,63,,6.0,2,1.0,4.0,20.0
9568,1,7305,45,,1.0,1,1.0,4.0,55.0
9568,2,7305,37,,1.0,2,6.0,4.0,
9568,3,7305,8,4.0,,2,,,
9568,4,7305,2,,,2,,,
9569,1,7302,31,,3.0,1,1.0,4.0,40.0
9569,2,7302,37,,3.0,2,1.0,4.0,40.0
9569,3,7302,58,,,2,6.0,4.0,
9570,1,7313,81,,,1,6.0,4.0,
9570,2,7313,80,,,2,6.0,4.0,
9570,3,7313,56,,4.0,2,1.0,4.0,48.0
9571,1,7312,71,,2.0,2,6.0,4.0,
9572,1,7313,37,,6.0,2,1.0,4.0,20.0
9572,2,7313,35,,1.0,1,1.0,4.0,55.0
9572,3,7313,5,2.0,,1,,,
9572,4,7313,4,1.0,,1,,,
9573,1,7311,62,,2.0,2,1.0,4.0,40.0
9573,2,7311,25,15.0,1.0,1,1.0,4.0,40.0
9574,1,7321,42,,1.0,1,1.0,4.0,40.0
9574,2,7321,36,,1.0,2,1.0,4.0,30.0
9575,1,7313,60,,1.0,1,1.0,4.0,40.0
9575,2,7313,54,,,2,6.0,4.0,
9575,3,7313,22,,1.0,1,1.0,4.0,40.0
9575,4,7313,20,15.0,1.0,1,1.0,4.0,20.0
9576,1,7320,68,,1.0,2,1.0,4.0,20.0
9576,2,7320,79,,,1,6.0,2.0,
9577,1,7302,77,,,1,6.0,4.0,
9577,2,7302,43,,1.0,1,1.0,4.0,40.0
9578,1,7313,26,,5.0,1,1.0,4.0,40.0
9578,2,7313,20,,9.0,2,3.0,4.0,
9578,3,7313,0,,,1,,,
9579,1,7315,42,,2.0,1,1.0,4.0,45.0
9579,2,7315,43,,3.0,2,1.0,4.0,40.0
9579,3,7315,9,5.0,,1,,,
9579,4,7315,8,5.0,,1,,,
9580,1,7321,82,,,2,6.0,4.0,
9581,1,7311,69,,1.0,1,6.0,2.0,
9581,2,7311,67,,,2,6.0,4.0,
9582,1,7305,67,,6.0,1,1.0,4.0,20.0
9583,1,7305,68,,6.0,2,1.0,4.0,40.0
9583,2,7305,70,,1.0,1,6.0,4.0,
9584,1,7308,68,,,2,6.0,4.0,
9584,2,7308,25,,1.0,1,1.0,4.0,40.0
9585,1,7311,28,,1.0,2,1.0,4.0,40.0
9586,1,7303,31,,1.0,1,1.0,4.0,40.0
9586,2,7303,28,,1.0,2,1.0,4.0,40.0
9586,3,7303,2,,,1,,,
9586,4,7303,37,,1.0,1,1.0,4.0,40.0
9587,1,7301,90,,,1,6.0,4.0,
9587,2,7301,74,,,2,6.0,4.0,
9588,1,7317,41,,3.0,1,1.0,4.0,8.0
9588,2,7317,42,,6.0,2,1.0,4.0,5.0
9588,3,7317,9,5.0,,2,,,
9588,4,7317,6,3.0,,2,,,
9589,1,7318,37,,1.0,2,1.0,4.0,40.0
9589,2,7318,13,10.0,,2,,,
9589,3,7318,12,9.0,,1,,,
9589,4,7318,10,7.0,,1,,,
9589,5,7318,8,3.0,,1,,,
9590,1,7313,72,,3.0,2,6.0,4.0,
9591,1,7314,59,,6.0,2,1.0,4.0,30.0
9592,1,7317,49,,6.0,1,1.0,4.0,45.0
9592,2,7317,49,,,2,6.0,4.0,
9592,3,7317,22,,1.0,2,1.0,4.0,40.0
9592,4,7317,19,15.0,1.0,2,1.0,4.0,24.0
9592,5,7317,16,13.0,,1,6.0,,
9592,6,7317,12,9.0,,2,,,
9593,1,7302,38,,7.0,2,1.0,4.0,40.0
9593,2,7302,43,,1.0,1,1.0,3.0,40.0
9594,1,7311,77,,1.0,1,3.0,2.0,
9595,1,7314,56,,1.0,2,1.0,2.0,40.0
9596,1,7307,77,,,1,6.0,2.0,
9596,2,7307,80,,,2,6.0,4.0,
9596,3,7307,60,,,1,6.0,4.0,
9596,4,7307,59,,,1,6.0,2.0,
9597,1,7316,62,,1.0,2,1.0,4.0,40.0
9598,1,7310,65,,7.0,1,1.0,4.0,50.0
9598,2,7310,67,,7.0,2,1.0,4.0,35.0
9599,1,7303,53,,1.0,1,1.0,4.0,50.0
9599,2,7303,50,,1.0,2,1.0,4.0,20.0
9599,3,7303,24,,1.0,1,1.0,4.0,40.0
9599,4,7303,21,,1.0,2,6.0,4.0,40.0
9599,5,7303,14,11.0,,2,,,
9600,1,7319,67,,1.0,1,1.0,4.0,5.0
9601,1,7308,68,,1.0,1,1.0,3.0,10.0
9601,2,7308,66,,4.0,2,1.0,4.0,4.0
9602,1,7308,55,,1.0,2,1.0,4.0,42.0
9603,1,7308,52,,1.0,1,1.0,4.0,45.0
9603,2,7308,51,,,2,6.0,4.0,
9603,3,7308,19,15.0,,2,6.0,4.0,
9604,1,7302,75,,,2,6.0,4.0,
9604,2,7302,73,,,1,6.0,2.0,
9605,1,7308,27,,1.0,1,1.0,4.0,45.0
9605,2,7308,28,,1.0,2,1.0,4.0,40.0
9605,3,7308,16,13.0,3.0,1,1.0,,5.0
9605,4,7308,53,,1.0,2,1.0,4.0,25.0
9606,1,7306,73,,,2,6.0,4.0,
9606,2,7306,58,,1.0,1,1.0,4.0,60.0
9607,1,7308,62,,1.0,1,6.0,4.0,30.0
9608,1,7315,65,,5.0,1,1.0,2.0,40.0
9608,2,7315,60,,1.0,2,6.0,4.0,
9608,3,7315,41,,1.0,1,1.0,2.0,40.0
9609,1,7319,77,,,1,6.0,2.0,
9609,2,7319,80,,4.0,2,6.0,4.0,
9610,1,7309,66,,,1,6.0,4.0,
9611,1,7313,61,,1.0,1,1.0,4.0,33.0
9611,2,7313,26,,1.0,2,1.0,4.0,40.0
9611,3,7313,24,,1.0,1,1.0,4.0,40.0
9612,1,7321,50,,1.0,2,1.0,4.0,40.0
9613,1,7306,43,,1.0,2,1.0,4.0,42.0
9613,2,7306,41,,1.0,1,1.0,4.0,40.0
9614,1,7305,37,,1.0,2,1.0,4.0,40.0
9614,2,7305,44,,6.0,1,1.0,4.0,40.0
9614,3,7305,8,5.0,,1,,,
9614,4,7305,3,,,2,,,
9615,1,7313,35,,5.0,1,1.0,3.0,50.0
9615,2,7313,26,,5.0,2,1.0,3.0,32.0
9615,3,7313,2,,,2,,,
9615,4,7313,34,,1.0,1,1.0,2.0,40.0
9616,1,7317,59,,2.0,1,1.0,4.0,40.0
9616,2,7317,45,,6.0,1,1.0,4.0,40.0
9617,1,7301,61,,,2,6.0,4.0,
9618,1,7321,40,,1.0,2,1.0,4.0,45.0
9618,2,7321,9,6.0,,2,,,
9619,1,7321,55,,1.0,1,1.0,2.0,48.0
9620,1,7315,73,,,1,6.0,2.0,
9620,2,7315,29,,3.0,1,1.0,4.0,40.0
9621,1,7316,31,,1.0,1,3.0,4.0,50.0
9622,1,7319,73,,1.0,2,6.0,4.0,10.0
9623,1,7314,32,,1.0,1,1.0,4.0,80.0
9624,1,7308,86,,,2,6.0,4.0,
9624,2,7308,57,,,1,6.0,4.0,
9625,1,7310,76,,2.0,2,1.0,4.0,16.0
9626,1,7305,27,15.0,1.0,1,1.0,2.0,40.0
9627,1,7302,52,16.0,4.0,2,1.0,4.0,41.0
9628,1,7315,49,16.0,1.0,1,1.0,4.0,30.0
9629,1,7306,79,,,2,6.0,4.0,
9630,1,7316,33,15.0,1.0,2,6.0,4.0,
9630,2,7316,34,,6.0,1,1.0,4.0,40.0
9630,3,7316,3,1.0,,2,,,
9630,4,7316,0,,,2,,,
9631,1,7315,62,,1.0,1,1.0,4.0,40.0
9631,2,7315,56,,1.0,2,1.0,4.0,40.0
9631,3,7315,27,,1.0,1,1.0,4.0,40.0
9631,4,7315,13,10.0,,1,,,
9632,1,7304,79,,,1,6.0,2.0,
9632,2,7304,73,,,2,6.0,4.0,
9633,1,7320,37,,1.0,1,1.0,2.0,50.0
9633,2,7320,26,,1.0,2,2.0,4.0,30.0
9633,3,7320,4,,,2,,,
9633,4,7320,2,,,2,,,
9634,1,7313,33,,1.0,2,1.0,4.0,40.0
9634,2,7313,42,,1.0,2,1.0,4.0,40.0
9634,3,7313,68,,,2,6.0,4.0,
9634,4,7313,48,,1.0,2,1.0,4.0,25.0
9635,1,7304,37,,7.0,2,2.0,4.0,20.0
9635,2,7304,40,,1.0,1,1.0,4.0,60.0
9635,3,7304,4,,,1,,,
9635,4,7304,2,,,2,,,
9635,5,7304,1,,,2,,,
9636,1,7316,33,,1.0,1,1.0,4.0,42.0
9636,2,7316,39,,1.0,1,1.0,4.0,42.0
9637,1,7312,45,,3.0,2,3.0,4.0,28.0
9637,2,7312,16,12.0,,1,6.0,,
9637,3,7312,13,9.0,,2,,,
9638,1,7307,71,,1.0,1,1.0,2.0,24.0
9639,1,7314,26,15.0,2.0,2,1.0,2.0,28.0
9640,1,7314,40,,2.0,2,1.0,4.0,40.0
9640,2,7314,41,,2.0,2,1.0,4.0,47.0
9640,3,7314,4,1.0,,1,,,
9641,1,7302,59,,3.0,1,1.0,4.0,40.0
9641,2,7302,35,,,1,6.0,4.0,
9642,1,7317,29,,5.0,1,1.0,4.0,40.0
9642,2,7317,28,,,2,6.0,4.0,
9642,3,7317,7,4.0,,2,,,
9642,4,7317,5,2.0,,1,,,
9643,1,7301,60,,6.0,1,1.0,4.0,40.0
9643,2,7301,14,11.0,,1,,,
9643,3,7301,11,7.0,,2,,,
9644,1,7321,59,,1.0,1,1.0,4.0,40.0
9644,2,7321,52,,1.0,2,1.0,4.0,40.0
9644,3,7321,25,15.0,2.0,2,1.0,4.0,40.0
9644,4,7321,22,15.0,1.0,1,1.0,4.0,40.0
9645,1,7301,24,,1.0,2,1.0,4.0,30.0
9645,2,7301,23,,1.0,1,1.0,4.0,18.0
9646,1,7316,76,,,1,6.0,4.0,
9647,1,7315,49,,7.0,1,1.0,4.0,40.0
9647,2,7315,51,,1.0,2,1.0,4.0,40.0
9648,1,7309,59,,1.0,1,6.0,4.0,
9648,2,7309,57,,2.0,2,1.0,4.0,45.0
9649,1,7310,65,,,1,6.0,4.0,
9649,2,7310,62,,,2,6.0,4.0,
9650,1,7317,50,,2.0,2,2.0,4.0,10.0
9650,2,7317,27,,1.0,1,1.0,4.0,25.0
9650,3,7317,17,12.0,3.0,2,1.0,4.0,8.0
9651,1,7315,40,,1.0,1,1.0,4.0,60.0
9651,2,7315,21,,1.0,1,1.0,4.0,30.0
9652,1,7303,72,,,1,6.0,2.0,
9652,2,7303,70,,,2,6.0,4.0,
9652,3,7303,44,,,2,6.0,4.0,
9653,1,7316,36,15.0,1.0,1,1.0,4.0,40.0
9653,2,7316,37,,1.0,2,1.0,2.0,50.0
9654,1,7310,70,,1.0,1,1.0,4.0,26.0
9655,1,7322,46,,5.0,2,1.0,4.0,40.0
9655,2,7322,45,,1.0,1,1.0,4.0,40.0
9655,3,7322,27,,1.0,1,1.0,4.0,40.0
9655,4,7322,20,15.0,1.0,2,1.0,4.0,12.0
9656,1,7318,70,,3.0,1,1.0,4.0,40.0
9656,2,7318,42,,1.0,2,1.0,4.0,40.0
9656,3,7318,33,,3.0,1,6.0,4.0,
9657,1,7306,53,,1.0,1,1.0,4.0,45.0
9657,2,7306,59,16.0,1.0,2,6.0,4.0,
9657,3,7306,21,,1.0,1,6.0,4.0,40.0
9658,1,7319,64,,1.0,2,1.0,4.0,24.0
9658,2,7319,94,,,2,6.0,4.0,
9659,1,7310,34,,1.0,1,1.0,4.0,55.0
9659,2,7310,34,,2.0,2,1.0,4.0,16.0
9659,3,7310,1,,,2,,,
9660,1,7311,57,,1.0,1,1.0,4.0,45.0
9660,2,7311,59,,1.0,2,6.0,4.0,15.0
9661,1,7301,37,,1.0,2,1.0,4.0,35.0
9661,2,7301,37,,1.0,1,1.0,4.0,30.0
9661,3,7301,10,7.0,,2,,,
9661,4,7301,7,4.0,,1,,,
9661,5,7301,1,,,1,,,
9662,1,7313,62,,2.0,1,1.0,4.0,40.0
9663,1,7301,60,,5.0,1,1.0,2.0,40.0
9663,2,7301,58,,,2,6.0,4.0,
9663,3,7301,17,13.0,,2,6.0,4.0,
9664,1,7305,41,,2.0,2,1.0,4.0,45.0
9664,2,7305,47,,1.0,1,1.0,4.0,50.0
9664,3,7305,17,13.0,1.0,1,1.0,4.0,18.0
9664,4,7305,13,9.0,,2,,,
9665,1,7317,45,,1.0,1,1.0,4.0,40.0
9665,2,7317,44,,1.0,2,3.0,4.0,
9665,3,7317,11,8.0,,2,,,
9666,1,7302,76,,,1,6.0,2.0,
9666,2,7302,74,,,2,6.0,4.0,
9667,1,7303,35,,1.0,1,1.0,4.0,40.0
9667,2,7303,34,,3.0,2,1.0,4.0,28.0
9667,3,7303,1,,,1,,,
9668,1,7305,44,,,1,6.0,4.0,
9668,2,7305,46,,4.0,2,1.0,4.0,40.0
9668,3,7305,7,3.0,,2,,,
9669,1,7308,58,,2.0,1,1.0,4.0,40.0
9670,1,7306,89,,,1,6.0,4.0,
9670,2,7306,84,,,2,6.0,4.0,
9671,1,7306,36,,1.0,2,1.0,4.0,40.0
9671,2,7306,36,,1.0,1,1.0,4.0,50.0
9671,3,7306,9,6.0,,2,,,
9671,4,7306,1,,,2,,,
9672,1,7304,69,,,1,6.0,4.0,
9672,2,7304,66,,,2,6.0,4.0,
9672,3,7304,33,,1.0,1,1.0,4.0,36.0
9673,1,7302,65,,,1,6.0,4.0,
9673,2,7302,32,,7.0,2,1.0,4.0,35.0
9674,1,7310,60,,4.0,2,6.0,4.0,
9674,2,7310,58,,6.0,1,1.0,4.0,30.0
9674,3,7310,17,14.0,1.0,1,6.0,4.0,30.0
9675,1,7310,87,,,1,6.0,4.0,
9675,2,7310,88,,,2,6.0,4.0,
9676,1,7321,50,,1.0,1,1.0,4.0,40.0
9676,2,7321,47,,1.0,2,3.0,4.0,
9676,3,7321,19,15.0,1.0,2,1.0,4.0,40.0
9676,4,7321,17,14.0,,1,6.0,4.0,
9677,1,7317,19,15.0,,2,6.0,4.0,
9677,2,7317,22,15.0,1.0,1,3.0,4.0,
9677,3,7317,21,15.0,1.0,2,1.0,4.0,20.0
9677,4,7317,19,15.0,1.0,2,1.0,4.0,28.0
9677,5,7317,19,15.0,1.0,1,1.0,4.0,14.0
9677,6,7317,19,15.0,7.0,1,1.0,4.0,20.0
9678,1,7317,51,,1.0,2,1.0,4.0,40.0
9678,2,7317,50,,1.0,1,1.0,4.0,50.0
9679,1,7317,75,,,1,6.0,4.0,
9679,2,7317,72,,,2,6.0,4.0,
9680,1,7320,70,,,2,6.0,4.0,
9681,1,7321,58,,1.0,2,3.0,4.0,
9681,2,7321,23,16.0,4.0,1,1.0,4.0,25.0
9682,1,7314,45,,1.0,1,1.0,4.0,30.0
9682,2,7314,44,,1.0,2,1.0,4.0,8.0
9682,3,7314,2,,,1,,,
9683,1,7314,49,,4.0,1,1.0,4.0,40.0
9683,2,7314,50,,1.0,2,1.0,4.0,50.0
9684,1,7316,54,,3.0,1,1.0,2.0,40.0
9685,1,7317,20,15.0,1.0,1,6.0,4.0,30.0
9685,2,7317,19,15.0,1.0,1,1.0,4.0,20.0
9686,1,7319,76,,4.0,1,6.0,2.0,
9686,2,7319,76,,,2,6.0,4.0,
9686,3,7319,52,,3.0,2,1.0,4.0,30.0
9686,4,7319,19,,1.0,2,3.0,4.0,15.0
9687,1,7318,48,,1.0,1,1.0,4.0,40.0
9687,2,7318,16,12.0,,1,6.0,,
9688,1,7309,40,16.0,7.0,2,1.0,4.0,40.0
9689,1,7315,43,,1.0,1,1.0,4.0,5.0
9690,1,7319,89,,,1,6.0,4.0,
9690,2,7319,84,,,2,6.0,4.0,
9690,3,7319,63,,,2,6.0,4.0,
9690,4,7319,61,,,1,6.0,4.0,
9691,1,7317,25,16.0,1.0,1,6.0,4.0,
9691,2,7317,26,,2.0,2,1.0,4.0,40.0
9692,1,7318,32,,,2,6.0,4.0,
9692,2,7318,33,,5.0,1,4.0,1.0,60.0
9692,3,7318,7,3.0,,2,,,
9693,1,7311,82,,5.0,1,6.0,2.0,
9693,2,7311,49,,3.0,1,1.0,4.0,40.0
9693,3,7311,17,14.0,,2,6.0,4.0,
9693,4,7311,50,,1.0,2,1.0,4.0,40.0
9694,1,7309,73,,6.0,2,1.0,4.0,20.0
9695,1,7315,36,,7.0,1,1.0,4.0,50.0
9695,2,7315,39,,,2,6.0,4.0,
9695,3,7315,13,10.0,,2,,,
9695,4,7315,12,8.0,,1,,,
9695,5,7315,10,6.0,,2,,,
9695,6,7315,7,4.0,,2,,,
9696,1,7302,66,,1.0,1,1.0,4.0,40.0
9696,2,7302,67,,,2,6.0,4.0,
9697,1,7310,29,,,1,6.0,4.0,
9697,2,7310,64,,,1,6.0,4.0,
9697,3,7310,44,,1.0,2,1.0,4.0,5.0
9698,1,7310,34,,1.0,1,1.0,4.0,40.0
9698,2,7310,36,,4.0,2,1.0,4.0,40.0
9699,1,7302,62,,1.0,1,1.0,4.0,25.0
9699,2,7302,22,,3.0,2,3.0,4.0,
9699,3,7302,20,15.0,,1,6.0,4.0,
9699,4,7302,18,15.0,,2,6.0,4.0,
9700,1,7314,88,,,1,6.0,2.0,
9700,2,7314,64,,1.0,1,1.0,4.0,40.0
9701,1,7308,47,,3.0,1,1.0,4.0,60.0
9701,2,7308,45,,1.0,2,1.0,4.0,50.0
9701,3,7308,20,15.0,1.0,1,1.0,4.0,8.0
9701,4,7308,18,14.0,,1,6.0,4.0,
9701,5,7308,17,14.0,3.0,1,1.0,4.0,4.0
9702,1,7311,43,,7.0,1,1.0,4.0,50.0
9702,2,7311,42,,1.0,2,1.0,4.0,60.0
9702,3,7311,12,8.0,,2,,,
9703,1,7321,61,15.0,6.0,2,1.0,4.0,40.0
9703,2,7321,74,,,2,6.0,4.0,
9704,1,7318,52,,1.0,2,1.0,4.0,40.0
9704,2,7318,21,15.0,1.0,1,1.0,4.0,30.0
9704,3,7318,19,15.0,1.0,1,1.0,4.0,30.0
9704,4,7318,60,,1.0,2,1.0,4.0,40.0
9704,5,7318,82,,,2,6.0,4.0,
9704,6,7318,4,1.0,,1,,,
9704,7,7318,38,,,1,6.0,4.0,
9705,1,7313,41,,5.0,1,1.0,2.0,40.0
9705,2,7313,37,,3.0,2,1.0,4.0,40.0
9706,1,7305,68,,1.0,1,6.0,4.0,40.0
9707,1,7310,24,,1.0,1,1.0,4.0,45.0
9707,2,7310,24,,1.0,1,1.0,4.0,45.0
9708,1,7319,29,,1.0,1,1.0,4.0,45.0
9708,2,7319,34,,1.0,2,1.0,4.0,30.0
9708,3,7319,34,,1.0,1,1.0,4.0,40.0
9708,4,7319,14,11.0,,1,,,
9708,5,7319,7,4.0,,1,,,
9708,6,7319,5,3.0,,1,,,
9709,1,7315,58,,3.0,2,1.0,4.0,40.0
9709,2,7315,42,,,1,6.0,4.0,
9710,1,7311,43,,1.0,1,1.0,4.0,42.0
9710,2,7311,43,,7.0,2,1.0,4.0,33.0
9710,3,7311,16,12.0,1.0,2,1.0,,33.0
9710,4,7311,13,9.0,,1,,,
9711,1,7308,45,,1.0,1,1.0,4.0,40.0
9711,2,7308,42,,,2,6.0,4.0,
9711,3,7308,7,4.0,,2,,,
9711,4,7308,6,2.0,,2,,,
9711,5,7308,6,2.0,,1,,,
9712,1,7306,42,,1.0,2,1.0,4.0,40.0
9712,2,7306,41,,1.0,1,1.0,4.0,40.0
9712,3,7306,2,,,1,,,
9713,1,7312,43,,1.0,1,1.0,4.0,60.0
9713,2,7312,42,,1.0,2,1.0,4.0,60.0
9714,1,7304,39,,4.0,2,1.0,4.0,40.0
9714,2,7304,45,,1.0,1,1.0,4.0,45.0
9714,3,7304,7,4.0,,1,,,
9714,4,7304,5,1.0,,1,,,
